"Chr","identity_NCBI","tx","gene","pr","identity_Zijun","identity"
"NC_050467.1","mRNA","XM_036293751.1","LOC118644103","XP_036149644.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293752.1","LOC105829137","XP_036149645.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293753.1","LOC105829137","XP_036149646.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293754.1","LOC105829137","XP_036149647.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293755.1","LOC105830730","XP_036149648.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293756.1","LOC118647868","XP_036149649.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293757.1","LOC105837871","XP_036149650.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293758.1","LOC105837871","XP_036149651.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293759.1","LOC105837871","XP_036149652.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293760.1","LOC105837871","XP_036149653.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293761.1","LOC105830623","XP_036149654.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293762.1","LOC105830623","XP_036149655.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293763.1","LOC118647869","XP_036149656.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293764.1","LOC118647870","XP_036149657.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293765.1","LOC118647871","XP_036149658.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293766.1","LOC118647872","XP_036149659.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293767.1","LOC105839627","XP_036149660.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293768.1","LOC105828678","XP_036149661.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293769.1","LOC105833726","XP_036149662.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293770.1","LOC105839623","XP_036149663.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293771.1","LOC105836932","XP_036149664.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293772.1","LOC105836932","XP_036149665.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293773.1","LOC105839740","XP_036149666.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293774.1","LOC118644058","XP_036149667.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293775.1","LOC105839740","XP_036149668.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293776.1","LOC105839736","XP_036149669.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293777.1","LOC105839736","XP_036149670.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293778.1","LOC105839736","XP_036149671.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293779.1","LOC105839736","XP_036149672.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293780.1","LOC105839736","XP_036149673.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293781.1","LOC105839736","XP_036149674.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293782.1","LOC105839736","XP_036149675.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293783.1","LOC105837247","XP_036149676.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293784.1","LOC105837247","XP_036149677.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293785.1","LOC105833724","XP_036149678.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293786.1","LOC105839266","XP_036149679.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293787.1","LOC105835870","XP_036149680.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293788.1","LOC105835870","XP_036149681.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293789.1","LOC105835870","XP_036149682.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293790.1","LOC105835870","XP_036149683.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293791.1","LOC105836792","XP_036149684.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293792.1","LOC105833724","XP_036149685.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293793.1","LOC105830259","XP_036149686.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293794.1","LOC105836790","XP_036149687.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293795.1","LOC105836790","XP_036149688.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293796.1","LOC105836790","XP_036149689.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293797.1","LOC105833729","XP_036149690.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293798.1","LOC105830260","XP_036149691.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293799.1","LOC105830260","XP_036149692.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293800.1","LOC105830967","XP_036149693.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293801.1","LOC105830967","XP_036149694.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293802.1","LOC105837784","XP_036149695.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293803.1","LOC105830969","XP_036149696.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293804.1","LOC118644079","XP_036149697.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293805.1","LOC118647884","XP_036149698.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293806.1","LOC105840498","XP_036149699.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293807.1","LOC118647888","XP_036149700.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293808.1","LOC105835176","XP_036149701.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293809.1","LOC105830319","XP_036149702.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293810.1","LOC105838335","XP_036149703.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293811.1","LOC105838330","XP_036149704.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293812.1","LOC118647889","XP_036149705.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293813.1","LOC105838330","XP_036149706.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293814.1","LOC105838343","XP_036149707.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293815.1","LOC105838339","XP_036149708.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293816.1","LOC105835177","XP_036149709.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293817.1","LOC105829145","XP_036149710.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293818.1","LOC105829145","XP_036149711.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293819.1","LOC105829145","XP_036149712.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293820.1","LOC105833797","XP_036149713.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293821.1","LOC105831535","XP_036149714.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293822.1","LOC105838770","XP_036149715.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293823.1","LOC105838795","XP_036149716.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293824.1","LOC118647893","XP_036149717.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293825.1","LOC118647894","XP_036149718.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293826.1","LOC118647895","XP_036149719.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293827.1","LOC118647896","XP_036149720.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293828.1","LOC114255351","XP_036149721.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293829.1","LOC105837465","XP_036149722.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293830.1","LOC105831128","XP_036149723.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293831.1","LOC105831535","XP_036149724.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293832.1","LOC105830620","XP_036149725.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293833.1","LOC118647897","XP_036149726.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293834.1","LOC105832242","XP_036149727.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293835.1","LOC105835700","XP_036149728.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293836.1","LOC105830502","XP_036149729.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293837.1","LOC105837960","XP_036149730.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293838.1","LOC118647898","XP_036149731.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293839.1","LOC105830539","XP_036149732.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293840.1","LOC118647899","XP_036149733.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293841.1","LOC118647900","XP_036149734.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293842.1","LOC118647901","XP_036149735.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293843.1","LOC118647902","XP_036149736.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293844.1","LOC118647903","XP_036149737.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293845.1","LOC105839451","XP_036149738.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293846.1","LOC118647905","XP_036149739.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293847.1","LOC105839305","XP_036149740.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293848.1","LOC118647907","XP_036149741.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293849.1","LOC105835983","XP_036149742.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293850.1","LOC105839349","XP_036149743.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293851.1","LOC105839349","XP_036149744.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293852.1","LOC105839349","XP_036149745.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293853.1","LOC105839346","XP_036149746.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293854.1","LOC105831474","XP_036149747.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293855.1","LOC105833247","XP_036149748.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293856.1","LOC118647910","XP_036149749.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293857.1","LOC105834084","XP_036149750.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293858.1","LOC114255720","XP_036149751.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293859.1","LOC118647911","XP_036149752.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293860.1","LOC114255720","XP_036149753.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293861.1","LOC114255720","XP_036149754.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293862.1","LOC114255720","XP_036149755.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293863.1","LOC114255720","XP_036149756.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293864.1","LOC114255720","XP_036149757.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293865.1","LOC114255720","XP_036149758.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293866.1","LOC114255720","XP_036149759.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293867.1","LOC118647913","XP_036149760.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293868.1","LOC105835961","XP_036149761.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293869.1","LOC118647915","XP_036149762.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293870.1","LOC105837333","XP_036149763.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293871.1","LOC105837333","XP_036149764.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293872.1","LOC105837333","XP_036149765.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293873.1","LOC105837333","XP_036149766.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293874.1","LOC105837333","XP_036149767.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293875.1","LOC118647918","XP_036149768.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293876.1","LOC105832099","XP_036149769.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293877.1","LOC105836351","XP_036149770.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293878.1","LOC105835189","XP_036149771.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293879.1","LOC105835189","XP_036149772.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293880.1","LOC105832099","XP_036149773.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293881.1","LOC105835189","XP_036149774.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293882.1","LOC105835189","XP_036149775.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293883.1","LOC105835189","XP_036149776.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293884.1","LOC105835189","XP_036149777.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293885.1","LOC105832099","XP_036149778.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293886.1","LOC105835528","XP_036149779.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293887.1","LOC105832099","XP_036149780.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293888.1","LOC105835529","XP_036149781.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293889.1","LOC105832753","XP_036149782.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293890.1","LOC105832753","XP_036149783.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293891.1","LOC105832099","XP_036149784.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293892.1","LOC105832753","XP_036149785.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293893.1","LOC105832753","XP_036149786.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293894.1","LOC105832099","XP_036149787.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293895.1","LOC105828197","XP_036149788.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293896.1","LOC105838889","XP_036149789.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293897.1","LOC105838888","XP_036149790.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293898.1","LOC105837183","XP_036149791.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293899.1","LOC114255390","XP_036149792.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293900.1","LOC105839134","XP_036149793.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293901.1","LOC105839134","XP_036149794.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293902.1","LOC118647923","XP_036149795.1",NA,"protein"
"NC_050467.1","mRNA","XM_036293903.1","LOC118647926","XP_036149796.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293904.1","LOC105838363","XP_036149797.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293905.1","LOC105841118","XP_036149798.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293906.1","LOC118647927","XP_036149799.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293907.1","LOC105840296","XP_036149800.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293908.1","LOC105828852","XP_036149801.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293909.1","LOC105828852","XP_036149802.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293910.1","LOC105828852","XP_036149803.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293911.1","LOC105828852","XP_036149804.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293912.1","LOC105828852","XP_036149805.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293913.1","LOC105828852","XP_036149806.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293914.1","LOC105833256","XP_036149807.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293915.1","LOC105833256","XP_036149808.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293916.1","LOC105833256","XP_036149809.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293917.1","LOC105833256","XP_036149810.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293918.1","LOC105833256","XP_036149811.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293919.1","LOC105834298","XP_036149812.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293920.1","LOC105834298","XP_036149813.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293921.1","LOC105834298","XP_036149814.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293922.1","LOC105834298","XP_036149815.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293923.1","LOC105834298","XP_036149816.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293924.1","LOC105836542","XP_036149817.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293925.1","LOC118647932","XP_036149818.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293926.1","LOC114255718","XP_036149819.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293927.1","LOC114255718","XP_036149820.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293928.1","LOC114255718","XP_036149821.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293929.1","LOC105830325","XP_036149822.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293930.1","LOC118647933","XP_036149823.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293931.1","LOC118647933","XP_036149824.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293932.1","LOC118647933","XP_036149825.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293933.1","LOC105830497","XP_036149826.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293934.1","LOC105830497","XP_036149827.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293935.1","LOC118647935","XP_036149828.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293936.1","LOC105829367","XP_036149829.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293937.1","LOC105840458","XP_036149830.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293938.1","LOC105840459","XP_036149831.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293939.1","LOC105834952","XP_036149832.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293940.1","LOC105834952","XP_036149833.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293941.1","LOC105834952","XP_036149834.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293942.1","LOC105834952","XP_036149835.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293943.1","LOC105834952","XP_036149836.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293944.1","LOC105834952","XP_036149837.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293945.1","LOC105829346","XP_036149838.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293946.1","LOC105836927","XP_036149839.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293947.1","LOC105836927","XP_036149840.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293948.1","LOC105836927","XP_036149841.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293949.1","LOC105836927","XP_036149842.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293950.1","LOC105836927","XP_036149843.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293951.1","LOC105836927","XP_036149844.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293952.1","LOC105836927","XP_036149845.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293953.1","LOC105836927","XP_036149846.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293954.1","LOC105830020","XP_036149847.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293955.1","LOC105836466","XP_036149848.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293956.1","LOC105836466","XP_036149849.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293957.1","LOC105836473","XP_036149850.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293958.1","LOC105836477","XP_036149851.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293959.1","LOC105838150","XP_036149852.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293960.1","LOC105838150","XP_036149853.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293961.1","LOC105838150","XP_036149854.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293962.1","LOC105838150","XP_036149855.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293963.1","LOC105838150","XP_036149856.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293964.1","LOC105838150","XP_036149857.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293965.1","LOC105838150","XP_036149858.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293966.1","LOC105838150","XP_036149859.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293967.1","LOC105838150","XP_036149860.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293968.1","LOC105828401","XP_036149861.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293969.1","LOC105828401","XP_036149862.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293970.1","LOC105828401","XP_036149863.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293971.1","LOC105828401","XP_036149864.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293972.1","LOC105828401","XP_036149865.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293973.1","LOC105828401","XP_036149866.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293974.1","LOC105828401","XP_036149867.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293975.1","LOC105828401","XP_036149868.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293976.1","LOC105828401","XP_036149869.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293977.1","LOC105835702","XP_036149870.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293978.1","LOC105835702","XP_036149871.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293979.1","LOC105835702","XP_036149872.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293980.1","LOC105835702","XP_036149873.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293981.1","LOC105837479","XP_036149874.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293982.1","LOC105837479","XP_036149875.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293983.1","LOC105837479","XP_036149876.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293984.1","LOC105837479","XP_036149877.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293985.1","LOC105837479","XP_036149878.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293986.1","LOC105837479","XP_036149879.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293987.1","LOC105837479","XP_036149880.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293988.1","LOC105837479","XP_036149881.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293989.1","LOC105835854","XP_036149882.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293990.1","LOC105831846","XP_036149883.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293991.1","LOC105829989","XP_036149884.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293992.1","LOC105829989","XP_036149885.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293993.1","LOC105829989","XP_036149886.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293994.1","LOC105829989","XP_036149887.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293995.1","LOC105829989","XP_036149888.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293996.1","LOC105829989","XP_036149889.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293997.1","LOC105829989","XP_036149890.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293998.1","LOC105829989","XP_036149891.1",NA,"protein"
"NC_050477.1","mRNA","XM_036293999.1","LOC105829989","XP_036149892.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294000.1","LOC105829989","XP_036149893.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294001.1","LOC105839571","XP_036149894.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294002.1","LOC105839571","XP_036149895.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294003.1","LOC105839000","XP_036149896.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294004.1","LOC105838468","XP_036149897.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294005.1","LOC105838469","XP_036149898.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294006.1","LOC105838465","XP_036149899.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294007.1","LOC118647941","XP_036149900.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294008.1","LOC118647940","XP_036149901.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294009.1","LOC118647944","XP_036149902.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294010.1","LOC105836546","XP_036149903.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294011.1","LOC105836546","XP_036149904.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294012.1","LOC105836546","XP_036149905.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294013.1","LOC105836546","XP_036149906.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294014.1","LOC105836546","XP_036149907.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294015.1","LOC105836546","XP_036149908.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294016.1","LOC105836546","XP_036149909.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294017.1","LOC105836546","XP_036149910.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294018.1","LOC105836546","XP_036149911.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294019.1","LOC105836546","XP_036149912.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294020.1","LOC105836546","XP_036149913.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294021.1","LOC118647945","XP_036149914.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294022.1","LOC105836546","XP_036149915.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294023.1","LOC105836546","XP_036149916.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294024.1","LOC105836546","XP_036149917.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294025.1","LOC105829640","XP_036149918.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294026.1","LOC105836985","XP_036149919.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294027.1","LOC105836980","XP_036149920.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294028.1","LOC105832009","XP_036149921.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294029.1","LOC105832009","XP_036149922.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294030.1","LOC105832009","XP_036149923.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294031.1","LOC105839687","XP_036149924.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294032.1","LOC105832008","XP_036149925.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294033.1","LOC105839686","XP_036149926.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294034.1","LOC105839686","XP_036149927.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294035.1","LOC105839686","XP_036149928.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294036.1","LOC105835168","XP_036149929.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294037.1","LOC105835168","XP_036149930.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294038.1","LOC105835168","XP_036149931.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294039.1","LOC105835168","XP_036149932.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294040.1","LOC105835380","XP_036149933.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294041.1","LOC105835380","XP_036149934.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294042.1","LOC105835380","XP_036149935.1",NA,"protein"
"NC_050467.1","mRNA","XM_036294043.1","LOC105837212","XP_036149936.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294044.1","LOC105835385","XP_036149937.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294045.1","LOC105835382","XP_036149938.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294046.1","LOC105829089","XP_036149939.1",NA,"protein"
"NC_050477.1","mRNA","XM_036294047.1","LOC105830034","XP_036149940.1",NA,"protein"
